Eviction Algo,total_attempts,StrtgyTriggered,TriggeredByFailAlloc,FreeAllocAbvThrsld,FreeMemNotAlloc,vPTA < rTA,improv. < minTailAgeDifference,improv. < diffRatio * vPTA,Final Miss Ratio,minSlabs,tailAgeDifferenceRatio,minTailAgeDifference,numSlabsFreeMem,slabProjectionLength
Lru,139,0,0,0,0,0,138,0,0.392629,1,0.050000,70,2,5
Lru,140,0,0,0,0,0,139,3,0.392629,2,0.250000,80,1,5
Lru,286,0,0,0,0,0,285,0,0.392629,1,0.200000,70,3,2
Lru,161,0,0,0,0,0,160,0,0.392629,5,0.150000,50,4,2
Lru,155,0,0,0,0,0,154,0,0.392629,1,0.150000,100,3,5
Lru,139,0,0,0,0,0,138,0,0.392629,5,0.050000,20,4,4
Lru,136,0,0,0,0,0,135,0,0.392629,4,0.150000,120,4,1
Lru,136,0,0,0,0,0,135,5,0.392629,2,0.250000,30,4,1
Lru,142,0,0,0,0,0,141,0,0.392629,5,0.100000,50,5,1
Lru,144,0,0,0,0,0,143,0,0.392629,2,0.150000,40,1,5
Lru,134,0,0,0,0,0,133,0,0.392629,4,0.050000,40,5,4
Lru,452,0,0,0,0,0,451,2,0.392629,3,0.250000,130,2,1
Lru,139,19,0,0,0,0,119,0,0.39331099999999997,5,0.100000,10,3,2
Lru,180,0,0,0,0,0,179,0,0.392629,4,0.150000,80,1,5
Lru,159,0,0,0,0,0,158,0,0.392629,5,0.200000,80,2,1
Lru,127,0,0,0,0,0,126,0,0.392629,2,0.100000,120,2,1
Lru,126,0,0,0,0,0,125,0,0.392629,1,0.050000,60,1,4
Lru,177,0,0,0,0,0,176,2,0.392629,5,0.200000,110,3,5
Lru,139,0,0,0,0,0,138,0,0.392629,1,0.100000,50,5,3
Lru,154,0,0,0,0,0,153,0,0.392629,5,0.050000,70,5,5
Lru,142,0,0,0,0,0,141,0,0.392629,3,0.100000,110,4,4
Lru,156,0,0,0,0,0,155,0,0.392629,4,0.150000,130,5,2
Lru,146,0,0,0,0,0,145,2,0.392629,5,0.250000,70,2,3
Lru,130,0,0,0,0,0,129,0,0.392629,3,0.050000,30,3,3
Lru,159,0,0,0,0,0,158,1,0.392629,2,0.250000,120,4,1
Lru,132,16,0,0,0,0,115,1,0.39344500000000004,5,0.200000,10,5,5
Lru,137,0,0,0,0,0,136,0,0.392629,3,0.150000,50,3,2
Lru,132,0,0,0,0,0,131,0,0.392629,1,0.050000,80,3,1
Lru,329,0,0,0,0,0,328,1,0.392629,4,0.200000,40,5,5
Lru,137,17,0,0,0,0,119,0,0.393408,2,0.200000,10,2,1
Lru,140,0,0,0,0,0,139,0,0.392629,4,0.050000,90,2,5
Lru,148,0,0,0,0,0,147,0,0.392629,3,0.050000,50,5,4
Lru,135,0,0,0,0,0,134,0,0.392629,5,0.250000,50,4,2
Lru,136,0,0,0,0,0,135,0,0.392629,2,0.200000,120,2,1
Lru,139,0,0,0,0,0,138,0,0.392629,2,0.150000,30,1,3
Lru,134,0,0,0,0,0,133,0,0.392629,4,0.100000,60,5,2
Lru,395,44,0,0,0,0,350,0,0.394421,1,0.050000,30,5,4
Lru,311,13,0,0,0,0,297,0,0.39320600000000006,2,0.100000,30,3,3
Lru,487,0,0,0,0,0,486,3,0.392629,2,0.250000,60,2,5
Lru,141,0,0,0,0,0,140,0,0.392629,4,0.150000,70,3,2
Lru,130,0,0,0,0,0,129,0,0.392629,2,0.200000,100,3,2
Lru,147,0,0,0,0,0,146,0,0.392629,3,0.200000,60,1,1
Lru,791,786,0,0,0,0,4,0,0.40674600000000005,5,0.050000,10,5,1
Lru,127,0,0,0,0,0,126,0,0.392629,2,0.200000,100,3,5
Lru,192,0,0,0,0,0,191,0,0.392629,5,0.050000,100,2,4
Lru,149,0,0,0,0,0,148,0,0.392629,3,0.100000,60,3,1
Lru,162,0,0,0,0,0,161,0,0.392629,2,0.100000,20,5,3
Lru,138,0,0,0,0,0,137,0,0.392629,5,0.100000,70,4,1
Lru,139,0,0,0,0,0,138,0,0.392629,4,0.200000,130,4,1
Lru,310,0,0,0,0,0,309,0,0.392629,1,0.100000,100,2,3
Lru,154,24,0,0,0,0,129,0,0.393601,2,0.100000,10,4,1
Lru,178,42,0,0,0,0,135,2,0.393779,3,0.200000,10,1,4
Lru,393,0,0,0,0,0,392,0,0.392629,5,0.100000,70,1,4
Lru,766,617,0,0,0,0,148,2,0.40554,5,0.100000,20,4,1
Lru,144,17,0,0,0,0,126,0,0.393381,5,0.100000,10,5,1
Lru,144,0,0,0,0,0,143,0,0.392629,5,0.150000,80,5,3
Lru,156,0,0,0,0,0,155,0,0.392629,5,0.150000,130,4,4
Lru,142,0,0,0,0,0,141,0,0.392629,2,0.150000,130,1,2
Lru,392,0,0,0,0,0,391,5,0.392629,2,0.250000,100,4,3
Lru,168,0,0,0,0,0,167,0,0.392629,1,0.100000,40,1,4
Lru,137,0,0,0,0,0,136,0,0.392629,1,0.100000,80,3,3
Lru,140,0,0,0,0,0,139,0,0.392629,5,0.200000,20,5,3
Lru,138,0,0,0,0,0,137,0,0.392629,5,0.100000,100,3,2
Lru,154,0,0,0,0,0,153,0,0.392629,4,0.100000,90,2,5
Lru,125,0,0,0,0,0,124,0,0.392629,2,0.200000,30,4,1
Lru,352,0,0,0,0,0,351,0,0.392629,2,0.100000,70,4,4
Lru,302,0,0,0,0,0,301,0,0.392629,2,0.250000,40,1,1
Lru,157,0,0,0,0,0,156,2,0.392629,1,0.150000,80,5,5
Lru,181,0,0,0,0,0,180,0,0.392629,3,0.050000,60,5,4
Lru,147,0,0,0,0,0,146,0,0.392629,2,0.200000,100,4,3
Lru,139,0,0,0,0,0,138,0,0.392629,1,0.100000,70,2,4
Lru,147,0,0,0,0,0,146,0,0.392629,5,0.100000,130,1,5
Lru,321,0,0,0,0,0,320,0,0.392629,1,0.150000,130,1,3
Lru,150,0,0,0,0,0,149,3,0.392629,2,0.250000,90,5,1
Lru,137,0,0,0,0,0,136,1,0.392629,2,0.200000,70,4,3
Lru,127,0,0,0,0,0,126,0,0.392629,1,0.100000,100,1,4
Lru,151,0,0,0,0,0,150,0,0.392629,3,0.050000,20,3,2
Lru,159,30,0,0,0,0,128,0,0.393645,2,0.050000,10,5,1
Lru,143,0,0,0,0,0,142,0,0.392629,2,0.050000,90,3,2
Lru,156,0,0,0,0,0,155,0,0.392629,3,0.200000,110,2,2
Lru,173,0,0,0,0,0,172,0,0.392629,5,0.100000,90,1,3
Lru,152,0,0,0,0,0,151,3,0.392629,3,0.250000,70,4,3
Lru,276,0,0,0,0,0,275,0,0.392629,1,0.100000,90,3,3
Lru,133,0,0,0,0,0,132,1,0.392629,3,0.250000,50,2,5
Lru,120,0,0,0,0,0,119,0,0.392629,4,0.150000,100,4,1
Lru,149,0,0,0,0,0,148,0,0.392629,3,0.200000,90,3,1
Lru,152,0,0,0,0,0,151,4,0.392629,5,0.250000,110,5,5
Lru,181,0,0,0,0,0,180,1,0.392629,5,0.200000,110,2,5
Lru,176,0,0,0,0,0,175,0,0.392629,1,0.200000,110,4,3
Lru,465,15,0,0,0,0,449,0,0.393336,4,0.150000,40,5,3
Lru,158,0,0,0,0,0,157,0,0.392629,1,0.100000,90,2,5
Lru,137,0,0,0,0,0,136,0,0.392629,4,0.100000,20,5,5
Lru,357,84,0,0,0,0,272,0,0.39489300000000005,2,0.050000,20,1,5
Lru,253,0,0,0,0,0,252,0,0.392629,5,0.100000,40,4,3
Lru,153,0,0,0,0,0,152,0,0.392629,3,0.100000,110,1,5
Lru,169,0,0,0,0,0,168,0,0.392629,1,0.200000,70,4,4
Lru,157,0,0,0,0,0,156,0,0.392629,4,0.200000,60,4,2
Lru,385,121,0,0,0,0,263,0,0.395787,1,0.050000,20,3,5
Lru,135,16,0,0,0,0,118,0,0.39334100000000005,3,0.100000,10,3,1
Lru,150,0,0,0,0,0,149,0,0.392629,2,0.050000,110,1,2
Lru,124,0,0,0,0,0,123,0,0.392629,1,0.200000,20,2,3
Lru,131,0,0,0,0,0,130,0,0.392629,3,0.100000,120,5,5
Lru,146,0,0,0,0,0,145,0,0.392629,3,0.150000,90,1,2
Lru,135,0,0,0,0,0,134,0,0.392629,3,0.100000,20,1,4
Lru,132,0,0,0,0,0,131,1,0.392629,4,0.250000,60,1,1
Lru,186,0,0,0,0,0,185,1,0.392629,5,0.200000,110,1,5
Lru,146,0,0,0,0,0,145,0,0.392629,1,0.100000,20,1,1
Lru,121,0,0,0,0,0,120,0,0.392629,5,0.250000,20,3,2
Lru,140,0,0,0,0,0,139,0,0.392629,3,0.050000,110,3,3
Lru,123,0,0,0,0,0,122,0,0.392629,4,0.150000,20,2,2
Lru,153,0,0,0,0,0,152,0,0.392629,5,0.150000,100,4,3
Lru,142,0,0,0,0,0,141,1,0.392629,1,0.200000,120,2,5
Lru,173,0,0,0,0,0,172,0,0.392629,2,0.050000,100,3,5
Lru,141,0,0,0,0,0,140,0,0.392629,5,0.100000,80,1,5
Lru,199,0,0,0,0,0,198,0,0.392629,2,0.100000,90,2,4
Lru,135,0,0,0,0,0,134,4,0.392629,2,0.200000,70,4,1
Lru,125,0,0,0,0,0,124,0,0.392629,1,0.100000,70,4,4
Lru,439,0,0,0,0,0,438,0,0.392629,4,0.150000,90,1,3
Lru,146,0,0,0,0,0,145,0,0.392629,4,0.200000,40,1,3
Lru,148,17,0,0,0,0,130,0,0.39333700000000005,5,0.150000,10,4,5
Lru,140,0,0,0,0,0,139,3,0.392629,2,0.250000,70,5,3
Lru,154,0,0,0,0,0,153,0,0.392629,3,0.100000,120,2,3
Lru,170,0,0,0,0,0,169,3,0.392629,1,0.200000,70,4,1
Lru,187,0,0,0,0,0,186,0,0.392629,3,0.150000,80,5,2
Lru,161,0,0,0,0,0,160,0,0.392629,3,0.200000,20,1,3
Lru,140,0,0,0,0,0,139,0,0.392629,3,0.100000,100,2,3
Lru,147,0,0,0,0,0,146,0,0.392629,5,0.050000,110,5,5
Lru,129,0,0,0,0,0,128,0,0.392629,4,0.050000,110,4,1
Lru,126,0,0,0,0,0,125,0,0.392629,3,0.250000,50,5,3
Lru,142,0,0,0,0,0,141,0,0.392629,4,0.200000,20,3,4
Lru,150,0,0,0,0,0,149,0,0.392629,1,0.100000,130,1,5
Lru,326,270,0,0,0,0,55,14,0.398474,5,0.250000,10,5,1
Lru,139,0,0,0,0,0,138,0,0.392629,5,0.100000,30,1,5
Lru,123,0,0,0,0,0,122,2,0.392629,1,0.250000,80,2,4
Lru,163,0,0,0,0,0,162,1,0.392629,1,0.200000,100,1,5
Lru,448,0,0,0,0,0,447,1,0.392629,4,0.150000,50,4,1
Lru,166,0,0,0,0,0,165,0,0.392629,3,0.050000,110,5,1
Lru,129,0,0,0,0,0,128,0,0.392629,2,0.050000,120,5,2
Lru,402,0,0,0,0,0,401,0,0.392629,1,0.050000,70,4,3
Lru,122,0,0,0,0,0,121,0,0.392629,2,0.050000,50,3,2
Lru,137,0,0,0,0,0,136,3,0.392629,4,0.250000,70,2,1
Lru,135,0,0,0,0,0,134,0,0.392629,4,0.250000,60,5,2
Lru,134,0,0,0,0,0,133,2,0.392629,1,0.250000,90,2,3
Lru,137,0,0,0,0,0,136,0,0.392629,2,0.050000,70,2,2
Lru,148,0,0,0,0,0,147,0,0.392629,3,0.050000,90,3,4
Lru,130,0,0,0,0,0,129,0,0.392629,1,0.200000,20,5,4
Lru,434,381,0,0,0,0,52,17,0.40109300000000003,1,0.250000,10,2,3
Lru,180,0,0,0,0,0,179,0,0.392629,4,0.050000,90,3,1
Lru,144,0,0,0,0,0,143,0,0.392629,1,0.050000,50,1,3
Lru,143,0,0,0,0,0,142,0,0.392629,4,0.050000,20,4,5
Lru,349,1,0,0,0,0,347,4,0.39265799999999995,2,0.250000,40,1,4
Lru,141,0,0,0,0,0,140,1,0.392629,4,0.250000,20,4,2
Lru,138,0,0,0,0,0,137,0,0.392629,5,0.150000,40,4,2
Lru,369,0,0,0,0,0,368,0,0.392629,5,0.150000,130,3,4
Lru,153,0,0,0,0,0,152,0,0.392629,1,0.150000,30,1,2
Lru,318,47,0,0,0,0,270,0,0.394305,1,0.200000,20,5,3
Lru,143,0,0,0,0,0,142,2,0.392629,5,0.200000,130,2,2
Lru,357,0,0,0,0,0,356,0,0.392629,3,0.050000,70,3,3
Lru,182,0,0,0,0,0,181,2,0.392629,1,0.250000,80,3,4
Lru,153,0,0,0,0,0,152,0,0.392629,4,0.100000,40,3,1
Lru,156,0,0,0,0,0,155,1,0.392629,1,0.250000,70,2,5
Lru,129,0,0,0,0,0,128,0,0.392629,4,0.050000,40,4,4
Lru,138,0,0,0,0,0,137,0,0.392629,2,0.100000,100,2,2
Lru,186,0,0,0,0,0,185,0,0.392629,3,0.150000,50,2,4
Lru,158,0,0,0,0,0,157,0,0.392629,2,0.150000,30,1,4
Lru,144,0,0,0,0,0,143,1,0.392629,4,0.200000,40,1,1
Lru,133,0,0,0,0,0,132,0,0.392629,3,0.100000,130,5,5
Lru,160,0,0,0,0,0,159,1,0.392629,4,0.200000,90,5,3
Lru,138,0,0,0,0,0,137,2,0.392629,1,0.200000,60,1,3
Lru,149,0,0,0,0,0,148,0,0.392629,1,0.150000,50,1,1
Lru,143,0,0,0,0,0,142,0,0.392629,4,0.200000,130,3,5
Lru,185,0,0,0,0,0,184,0,0.392629,1,0.150000,30,4,5
Lru,142,0,0,0,0,0,141,0,0.392629,3,0.150000,20,2,3
Lru,143,0,0,0,0,0,142,1,0.392629,4,0.100000,70,4,5
Lru,163,0,0,0,0,0,162,0,0.392629,2,0.100000,40,5,3
Lru,129,0,0,0,0,0,128,0,0.392629,4,0.050000,70,5,4
Lru,339,0,0,0,0,0,338,0,0.392629,5,0.200000,60,5,2
Lru,128,12,0,0,0,0,115,0,0.393108,1,0.050000,10,1,3
Lru,135,0,0,0,0,0,134,0,0.392629,4,0.050000,110,2,2
Lru,141,0,0,0,0,0,140,1,0.392629,3,0.200000,60,5,3
Lru,164,0,0,0,0,0,163,0,0.392629,2,0.100000,40,3,3
Lru,143,0,0,0,0,0,142,0,0.392629,1,0.100000,100,4,2
Lru,124,0,0,0,0,0,123,0,0.392629,5,0.150000,50,1,3
Lru,166,0,0,0,0,0,165,0,0.392629,4,0.100000,70,1,5
Lru,136,0,0,0,0,0,135,1,0.392629,3,0.200000,30,3,1
Lru,174,0,0,0,0,0,173,0,0.392629,3,0.200000,50,3,2
Lru,150,0,0,0,0,0,149,0,0.392629,2,0.050000,90,3,4
Lru,138,0,0,0,0,0,137,0,0.392629,3,0.200000,30,3,3
Lru,131,0,0,0,0,0,130,0,0.392629,2,0.100000,60,4,2
Lru,139,0,0,0,0,0,138,0,0.392629,4,0.100000,50,3,3
Lru,518,478,0,0,0,0,39,2,0.402543,4,0.150000,10,3,5
Lru,130,0,0,0,0,0,129,0,0.392629,2,0.100000,110,1,2
Lru,137,0,0,0,0,0,136,0,0.392629,1,0.150000,80,3,5
Lru,174,0,0,0,0,0,173,0,0.392629,5,0.150000,120,3,5
Lru,124,0,0,0,0,0,123,0,0.392629,5,0.100000,90,2,2
Lru,430,21,0,0,0,0,408,0,0.39360700000000004,4,0.050000,40,5,1
Lru,146,0,0,0,0,0,145,4,0.392629,1,0.250000,50,4,4
Lru,151,0,0,0,0,0,150,1,0.392629,2,0.250000,90,4,4
Lru,503,0,0,0,0,0,502,0,0.392629,1,0.100000,120,1,4
Lru,435,0,0,0,0,0,434,0,0.392629,3,0.150000,110,2,4
Lru,138,0,0,0,0,0,137,0,0.392629,4,0.050000,100,4,5
Lru,149,0,0,0,0,0,148,1,0.392629,5,0.200000,60,4,3
Lru,130,0,0,0,0,0,129,1,0.392629,5,0.150000,80,4,3
Lru,130,0,0,0,0,0,129,0,0.392629,1,0.100000,80,5,2
Lru,130,0,0,0,0,0,129,0,0.392629,1,0.050000,50,5,3
Lru,140,19,0,0,0,0,120,0,0.39372300000000005,2,0.100000,10,1,4
Lru,171,0,0,0,0,0,170,0,0.392629,1,0.100000,70,1,5
Lru,473,238,0,0,0,0,234,0,0.39849599999999996,5,0.050000,20,1,4
Lru,620,57,0,0,0,0,562,0,0.39493100000000003,1,0.050000,50,3,4
Lru,146,0,0,0,0,0,145,0,0.392629,5,0.150000,80,1,1
Lru,140,0,0,0,0,0,139,0,0.392629,3,0.100000,130,2,4
Lru,132,0,0,0,0,0,131,0,0.392629,1,0.150000,80,1,2
Lru,143,20,0,0,0,0,122,3,0.393787,1,0.250000,10,2,1
Lru,511,0,0,0,0,0,510,1,0.392629,1,0.150000,70,4,2
Lru,127,0,0,0,0,0,126,0,0.392629,2,0.250000,100,4,1
Lru,127,0,0,0,0,0,126,0,0.392629,5,0.200000,90,3,2
Lru,168,0,0,0,0,0,167,0,0.392629,5,0.050000,110,3,4
Lru,140,0,0,0,0,0,139,3,0.392629,3,0.250000,20,4,5
Lru,154,0,0,0,0,0,153,0,0.392629,3,0.100000,20,3,3
Lru,152,0,0,0,0,0,151,0,0.392629,4,0.050000,130,5,2
Lru,123,0,0,0,0,0,122,0,0.392629,2,0.100000,120,4,4
Lru,464,0,0,0,0,0,463,4,0.392629,1,0.250000,100,2,5
Lru,126,0,0,0,0,0,125,0,0.392629,1,0.150000,20,2,3
Lru,785,0,0,0,0,0,784,1,0.392629,3,0.100000,120,4,1
Lru,337,0,0,0,0,0,336,0,0.392629,4,0.200000,50,4,3
Lru,171,0,0,0,0,0,170,0,0.392629,3,0.050000,130,2,1
Lru,140,0,0,0,0,0,139,2,0.392629,4,0.250000,50,2,1
Lru,128,0,0,0,0,0,127,0,0.392629,4,0.150000,70,5,4
Lru,129,0,0,0,0,0,128,0,0.392629,4,0.100000,30,4,5
Lru,126,12,0,0,0,0,113,1,0.39311399999999996,4,0.250000,10,4,5
Lru,358,29,0,0,0,0,328,0,0.39387700000000003,5,0.050000,30,5,2
Lru,133,0,0,0,0,0,132,0,0.392629,1,0.050000,70,3,1
Lru,131,0,0,0,0,0,130,0,0.392629,2,0.200000,30,3,4
Lru,136,0,0,0,0,0,135,2,0.392629,3,0.250000,90,1,5
Lru,125,0,0,0,0,0,124,0,0.392629,4,0.100000,110,3,5
Lru,137,0,0,0,0,0,136,0,0.392629,2,0.100000,40,2,1
Lru,139,0,0,0,0,0,138,2,0.392629,4,0.250000,30,2,1
Lru,137,0,0,0,0,0,136,0,0.392629,2,0.050000,70,2,4
Lru,156,0,0,0,0,0,155,0,0.392629,1,0.150000,60,4,3
Lru,203,0,0,0,0,0,202,0,0.392629,1,0.050000,40,4,5
Lru,192,0,0,0,0,0,191,0,0.392629,1,0.050000,40,5,5
Lru,157,0,0,0,0,0,156,0,0.392629,4,0.050000,80,3,2
Lru,751,0,0,0,0,0,750,1,0.392629,3,0.150000,90,2,4
Lru,204,0,0,0,0,0,203,0,0.392629,2,0.150000,70,4,5
Lru,141,0,0,0,0,0,140,0,0.392629,2,0.100000,20,5,4
Lru,134,0,0,0,0,0,133,0,0.392629,1,0.100000,100,5,4
Lru,169,0,0,0,0,0,168,6,0.392629,4,0.250000,20,2,4
Lru,148,0,0,0,0,0,147,0,0.392629,3,0.150000,30,3,5
Lru,129,0,0,0,0,0,128,0,0.392629,4,0.100000,70,5,4
Lru,348,0,0,0,0,0,347,0,0.392629,1,0.150000,120,2,1
Lru,134,0,0,0,0,0,133,0,0.392629,5,0.100000,80,1,2
Lru,181,0,0,0,0,0,180,0,0.392629,5,0.100000,50,4,2
Lru,142,0,0,0,0,0,141,0,0.392629,4,0.150000,20,3,1
Lru,138,0,0,0,0,0,137,0,0.392629,5,0.050000,70,5,3
Lru,567,22,0,0,0,0,544,4,0.39366599999999996,2,0.250000,60,4,4
Lru,129,0,0,0,0,0,128,0,0.392629,1,0.100000,120,2,4
Lru,136,17,0,0,0,0,118,0,0.39336099999999996,4,0.100000,10,3,4
Lru,458,0,0,0,0,0,457,1,0.392629,2,0.100000,130,4,2
Lru,138,0,0,0,0,0,137,0,0.392629,4,0.050000,40,4,2
Lru,322,0,0,0,0,0,321,1,0.392629,5,0.250000,100,3,1
Lru,143,0,0,0,0,0,142,0,0.392629,2,0.100000,100,4,2
Lru,132,0,0,0,0,0,131,0,0.392629,5,0.050000,80,4,4
Lru,128,0,0,0,0,0,127,0,0.392629,2,0.100000,90,3,5
Lru,134,0,0,0,0,0,133,0,0.392629,3,0.050000,60,2,4
Lru,189,0,0,0,0,0,188,0,0.392629,2,0.200000,80,5,5
Lru,140,0,0,0,0,0,139,0,0.392629,2,0.200000,110,4,1
Lru,138,0,0,0,0,0,137,0,0.392629,1,0.050000,20,3,4
Lru,134,0,0,0,0,0,133,0,0.392629,2,0.100000,60,4,1
Lru,335,0,0,0,0,0,334,0,0.392629,1,0.200000,110,3,1
Lru,182,0,0,0,0,0,181,0,0.392629,1,0.250000,90,5,4
Lru,128,0,0,0,0,0,127,0,0.392629,4,0.100000,30,5,5
Lru,126,0,0,0,0,0,125,0,0.392629,2,0.250000,110,3,4
Lru,127,0,0,0,0,0,126,0,0.392629,1,0.250000,80,1,4
Lru,549,0,0,0,0,0,548,2,0.392629,4,0.200000,130,3,2
Lru,142,0,0,0,0,0,141,0,0.392629,5,0.150000,80,3,4
Lru,136,15,0,0,0,0,120,2,0.39327199999999995,3,0.250000,10,5,5
