Eviction Algo,total_attempts,StrtgyTriggered,TriggeredByFailAlloc,FreeAllocAbvThrsld,FreeMemNotAlloc,invalid class id,rDHpS < vPDHpS,improv.< minDiff,improv.< diffRatio * vPDHpS,Final Miss Ratio,minDiff,diffRatio,minSlabs,numSlabsFreeMem,minLTA,maxLTA
Sieve,111,2,8,0,0,100,0,0,0,0.29016699999999995,90,0.200000,4,3,0,0
Sieve,103,9,9,0,0,0,50,0,34,0.25765400000000005,70,0.250000,3,3,0,0
Sieve,110,1,9,0,0,99,0,0,0,0.306794,10,0.250000,5,5,0,0
Sieve,348,85,9,0,0,1,98,2,153,0.22408099999999997,10,0.100000,2,5,0,0
Sieve,357,50,8,0,0,0,222,2,76,0.20639600000000002,50,0.200000,2,1,0,0
Sieve,112,2,8,0,0,101,0,0,0,0.290046,30,0.150000,5,4,0,0
Sieve,105,2,8,0,0,94,0,0,0,0.290141,50,0.100000,4,3,0,0
Sieve,97,65,8,0,0,0,20,0,3,0.194114,80,0.050000,1,2,0,0
Sieve,117,1,9,0,0,106,0,0,0,0.30672699999999997,60,0.100000,5,1,0,0
Sieve,107,24,8,0,0,0,65,2,8,0.21287100000000003,60,0.100000,2,1,0,0
Sieve,114,2,8,0,0,103,0,0,0,0.290218,60,0.050000,5,4,0,0
Sieve,123,1,9,0,0,111,0,1,0,0.30666899999999997,100,0.050000,5,2,0,0
Sieve,116,2,8,0,0,104,0,1,0,0.29024000000000005,90,0.100000,4,5,0,0
Sieve,111,2,8,0,0,99,0,1,0,0.290231,20,0.050000,5,2,0,0
Sieve,108,9,9,0,0,0,79,1,9,0.25800900000000004,70,0.100000,3,3,0,0
Sieve,110,2,8,0,0,99,0,0,0,0.290335,100,0.100000,4,3,0,0
Sieve,96,27,8,0,0,0,43,1,16,0.20973799999999998,90,0.100000,2,1,0,0
Sieve,111,3,8,0,0,98,0,1,0,0.29002700000000003,30,0.150000,4,4,0,0
Sieve,116,2,8,0,0,105,0,0,0,0.29014799999999996,80,0.100000,4,3,0,0
Sieve,111,34,8,0,0,0,46,0,22,0.19110899999999997,40,0.150000,1,5,0,0
Sieve,114,29,9,0,0,0,11,2,64,0.19328800000000002,50,0.250000,1,2,0,0
Sieve,106,13,8,0,0,0,59,1,24,0.24609199999999998,20,0.100000,3,2,0,0
Sieve,115,1,9,0,0,104,0,0,0,0.306731,90,0.150000,5,1,0,0
Sieve,96,32,8,0,0,0,47,0,8,0.21000399999999997,100,0.050000,2,1,0,0
Sieve,118,1,9,0,0,106,0,1,0,0.306678,100,0.200000,5,4,0,0
Sieve,123,2,9,0,0,111,0,0,0,0.31132899999999997,70,0.100000,4,1,0,0
Sieve,296,2,9,0,0,283,0,1,0,0.306658,100,0.150000,5,2,0,0
Sieve,99,42,7,0,0,0,40,1,8,0.19200499999999998,70,0.100000,1,5,0,0
Sieve,99,28,9,0,0,0,6,0,55,0.19219299999999995,90,0.200000,1,4,0,0
Sieve,96,29,9,0,0,0,7,0,50,0.191751,30,0.150000,1,1,0,0
Sieve,102,24,8,0,0,0,16,2,52,0.21216500000000005,80,0.200000,2,2,0,0
Sieve,102,11,8,0,0,0,58,0,24,0.24121499999999996,100,0.150000,3,1,0,0
Sieve,113,1,9,0,0,102,0,0,0,0.306801,70,0.100000,5,2,0,0
Sieve,294,136,9,0,0,0,36,0,112,0.19362000000000001,10,0.100000,1,2,0,0
Sieve,150,3,8,0,0,138,0,0,0,0.290578,90,0.200000,4,5,0,0
Sieve,115,12,8,0,0,0,47,0,47,0.24819999999999998,60,0.150000,3,1,0,0
Sieve,127,41,9,0,0,0,52,1,24,0.19177599999999995,90,0.150000,1,3,0,0
Sieve,235,51,7,0,0,0,149,0,27,0.22859700000000005,10,0.100000,3,4,0,0
Sieve,149,3,8,0,0,137,0,0,0,0.290628,10,0.200000,4,1,0,0
Sieve,98,20,8,0,0,0,54,0,15,0.21030800000000005,20,0.100000,2,2,0,0
Sieve,118,16,8,0,0,0,85,0,8,0.243101,50,0.050000,3,2,0,0
Sieve,104,14,8,0,0,0,49,1,31,0.21125400000000005,80,0.150000,2,5,0,0
Sieve,108,34,8,0,0,0,8,0,57,0.19190200000000002,50,0.200000,1,5,0,0
Sieve,96,15,8,0,0,0,34,0,38,0.21157700000000002,40,0.200000,2,1,0,0
Sieve,535,2,9,0,0,522,0,1,0,0.30671400000000004,90,0.050000,5,1,0,0
Sieve,97,53,8,0,0,0,33,0,2,0.19297200000000003,20,0.050000,1,4,0,0
Sieve,103,52,9,0,0,0,33,0,8,0.19295300000000004,80,0.100000,1,5,0,0
Sieve,543,6,7,0,0,0,526,0,3,0.270451,40,0.200000,4,4,0,0
Sieve,339,100,10,0,0,4,160,0,64,0.23094599999999998,70,0.100000,2,1,0,0
Sieve,113,1,9,0,0,101,0,1,0,0.30666499999999997,80,0.200000,5,5,0,0
Sieve,94,22,8,0,0,0,6,0,57,0.19051300000000004,90,0.200000,1,5,0,0
Sieve,123,11,9,0,0,0,90,0,12,0.27032,80,0.150000,3,3,0,0
Sieve,128,2,8,0,0,116,0,1,0,0.290836,90,0.100000,4,1,0,0
Sieve,111,22,9,0,0,0,53,1,25,0.22195299999999996,100,0.100000,2,1,0,0
Sieve,110,19,9,0,0,0,55,0,26,0.21711100000000005,10,0.100000,2,3,0,0
Sieve,124,2,9,0,0,112,0,0,0,0.31108800000000003,50,0.100000,4,1,0,0
Sieve,115,1,9,0,0,104,0,0,0,0.306801,60,0.150000,5,5,0,0
Sieve,250,17,8,0,0,0,140,1,83,0.246691,80,0.150000,3,1,0,0
Sieve,115,60,9,0,0,0,42,0,3,0.19223999999999997,40,0.050000,1,2,0,0
Sieve,111,15,9,0,0,0,41,0,45,0.21750899999999995,30,0.250000,2,3,0,0
Sieve,424,5,8,0,0,406,2,2,2,0.29046400000000006,100,0.250000,4,5,0,0
Sieve,113,2,8,0,0,102,0,0,0,0.290555,100,0.250000,4,3,0,0
Sieve,248,22,7,0,0,0,162,0,56,0.24419800000000003,100,0.100000,3,5,0,0
Sieve,96,25,8,0,0,0,40,0,22,0.19276700000000002,30,0.150000,1,2,0,0
Sieve,114,24,9,0,0,0,15,0,65,0.192975,10,0.200000,1,3,0,0
Sieve,107,35,9,0,0,0,41,1,20,0.19192200000000004,50,0.150000,1,4,0,0
Sieve,130,1,9,0,0,118,0,1,0,0.30675600000000003,90,0.250000,5,2,0,0
Sieve,103,62,7,0,0,0,28,0,5,0.193148,20,0.050000,1,1,0,0
Sieve,99,26,8,0,0,0,42,0,22,0.20907299999999995,20,0.150000,2,5,0,0
Sieve,109,9,8,0,0,0,37,0,54,0.248301,70,0.250000,3,4,0,0
Sieve,95,34,8,0,0,0,39,0,13,0.191326,30,0.100000,1,3,0,0
Sieve,111,2,9,0,0,99,0,0,0,0.31160299999999996,10,0.100000,4,3,0,0
Sieve,331,109,8,0,0,0,48,2,165,0.192457,80,0.250000,1,1,0,0
Sieve,378,23,9,0,0,1,299,1,45,0.26952600000000004,80,0.150000,3,2,0,0
Sieve,103,24,8,0,0,0,9,0,61,0.19062599999999996,40,0.250000,1,2,0,0
Sieve,100,16,9,0,0,0,27,0,47,0.224537,80,0.250000,2,5,0,0
Sieve,103,30,8,0,0,0,55,0,9,0.21247799999999994,60,0.050000,2,3,0,0
Sieve,100,46,8,0,0,0,39,0,6,0.20850199999999997,90,0.050000,2,3,0,0
Sieve,153,1,9,0,0,141,0,1,0,0.306654,70,0.100000,5,3,0,0
Sieve,110,2,8,0,0,99,0,0,0,0.29031399999999996,20,0.150000,4,1,0,0
Sieve,148,13,9,0,0,0,116,0,9,0.273027,80,0.050000,3,5,0,0
Sieve,116,2,9,0,0,104,0,0,0,0.311388,30,0.050000,4,3,0,0
Sieve,104,16,8,0,0,0,63,2,14,0.24424800000000002,80,0.050000,3,2,0,0
Sieve,100,48,9,0,0,0,37,0,5,0.191994,40,0.050000,1,4,0,0
Sieve,128,2,8,0,0,117,0,0,0,0.29054800000000003,20,0.200000,4,1,0,0
Sieve,146,2,8,0,0,135,0,0,0,0.29017099999999996,70,0.050000,4,3,0,0
Sieve,105,16,8,0,0,0,74,1,5,0.24518799999999996,100,0.050000,3,4,0,0
Sieve,109,2,8,0,0,98,0,0,0,0.29023,40,0.250000,5,2,0,0
Sieve,106,20,9,0,0,0,33,0,43,0.224379,70,0.200000,2,1,0,0
Sieve,120,2,8,0,0,109,0,0,0,0.290535,20,0.100000,4,4,0,0
Sieve,419,4,8,0,0,401,1,0,4,0.29002300000000003,80,0.150000,5,3,0,0
Sieve,113,1,9,0,0,102,0,0,0,0.30666899999999997,40,0.100000,5,5,0,0
Sieve,281,2,9,0,0,269,0,0,0,0.30669900000000005,80,0.150000,5,4,0,0
Sieve,113,21,9,0,0,0,45,0,37,0.226302,90,0.150000,2,4,0,0
Sieve,105,14,9,0,0,0,43,1,37,0.21772599999999998,70,0.250000,2,5,0,0
Sieve,104,13,8,0,0,0,41,1,40,0.21072100000000005,40,0.250000,2,4,0,0
Sieve,102,55,10,0,0,0,34,0,2,0.19284500000000004,50,0.050000,1,2,0,0
Sieve,117,1,9,0,0,105,0,1,0,0.306793,80,0.050000,5,4,0,0
Sieve,106,2,8,0,0,94,0,1,0,0.29050299999999996,40,0.050000,4,1,0,0
Sieve,103,14,8,0,0,0,44,0,36,0.20971499999999998,50,0.150000,2,2,0,0
Sieve,109,13,9,0,0,0,43,0,43,0.257675,50,0.250000,3,2,0,0
Sieve,102,13,8,0,0,0,44,2,34,0.21151699999999996,40,0.150000,2,1,0,0
Sieve,98,8,8,0,0,0,55,0,26,0.240931,70,0.150000,3,3,0,0
Sieve,132,1,9,0,0,121,0,0,0,0.306632,30,0.150000,5,5,0,0
Sieve,376,28,8,0,0,0,246,1,93,0.24646199999999996,90,0.100000,3,4,0,0
Sieve,246,4,9,0,0,230,2,0,0,0.31124300000000005,80,0.050000,4,5,0,0
Sieve,112,16,8,0,0,0,67,0,20,0.24461100000000002,70,0.100000,3,2,0,0
Sieve,122,1,9,0,0,110,0,1,0,0.30671400000000004,100,0.100000,5,1,0,0
Sieve,118,9,9,0,0,0,84,0,15,0.258022,30,0.200000,3,2,0,0
Sieve,123,54,9,0,0,0,50,0,9,0.19274199999999997,20,0.100000,1,2,0,0
Sieve,123,41,9,0,0,0,48,1,24,0.191743,100,0.150000,1,1,0,0
Sieve,96,46,7,0,0,0,31,0,11,0.19279500000000005,80,0.100000,1,1,0,0
Sieve,227,61,7,0,0,0,91,0,67,0.20904,60,0.150000,2,3,0,0
Sieve,114,24,9,0,0,0,43,0,37,0.21617799999999998,10,0.200000,2,2,0,0
Sieve,93,41,8,0,0,0,35,0,8,0.19247199999999998,80,0.150000,1,1,0,0
Sieve,116,2,9,0,0,104,0,0,0,0.31129700000000005,60,0.100000,4,3,0,0
Sieve,113,23,8,0,0,0,60,0,21,0.20961700000000005,100,0.150000,2,4,0,0
Sieve,107,2,8,0,0,96,0,0,0,0.290141,70,0.100000,5,5,0,0
Sieve,307,92,8,0,0,0,153,0,53,0.210951,100,0.150000,2,5,0,0
Sieve,377,153,7,0,0,0,199,0,17,0.19333500000000003,10,0.100000,1,3,0,0
Sieve,136,26,9,0,0,0,55,0,45,0.21849799999999997,40,0.200000,2,3,0,0
Sieve,96,21,8,0,0,0,34,0,32,0.21092599999999995,80,0.100000,2,2,0,0
Sieve,107,10,8,0,0,0,42,0,46,0.24871500000000002,40,0.250000,3,2,0,0
Sieve,110,2,8,0,0,99,0,0,0,0.290203,20,0.100000,4,2,0,0
Sieve,130,1,9,0,0,119,0,0,0,0.30674100000000004,70,0.150000,5,2,0,0
Sieve,99,14,9,0,0,0,44,0,31,0.21823800000000004,10,0.150000,2,2,0,0
Sieve,96,16,10,0,0,0,6,2,63,0.19048600000000004,100,0.250000,1,5,0,0
Sieve,421,21,8,0,0,0,202,2,188,0.24752399999999997,80,0.200000,3,3,0,0
Sieve,114,9,8,0,0,0,47,0,49,0.247703,70,0.200000,3,5,0,0
Sieve,107,2,8,0,0,96,0,0,0,0.29016699999999995,20,0.050000,5,5,0,0
Sieve,115,2,8,0,0,104,0,0,0,0.29074,40,0.100000,4,2,0,0
Sieve,109,2,8,0,0,98,0,0,0,0.29022899999999996,40,0.050000,4,3,0,0
Sieve,112,2,9,0,0,100,0,0,0,0.31159499999999996,50,0.050000,4,1,0,0
Sieve,117,2,8,0,0,105,0,1,0,0.29046400000000006,60,0.150000,4,3,0,0
Sieve,120,15,9,0,0,0,92,0,3,0.258104,80,0.050000,3,3,0,0
Sieve,109,2,8,0,0,98,0,0,0,0.29017499999999996,20,0.150000,5,4,0,0
Sieve,122,2,8,0,0,111,0,0,0,0.29022499999999996,80,0.200000,5,3,0,0
Sieve,268,71,8,0,0,0,59,1,129,0.19279999999999997,50,0.200000,1,1,0,0
Sieve,97,38,8,0,0,0,34,0,16,0.19347599999999998,50,0.100000,1,3,0,0
Sieve,109,2,8,0,0,98,0,0,0,0.290246,100,0.200000,4,2,0,0
Sieve,382,2,9,0,0,369,0,1,0,0.306616,40,0.100000,5,4,0,0
Sieve,327,5,9,0,0,308,3,1,0,0.311056,60,0.100000,4,2,0,0
Sieve,103,10,8,0,0,0,55,0,29,0.24101899999999998,40,0.150000,3,4,0,0
Sieve,112,15,9,0,0,0,40,0,47,0.223924,60,0.250000,2,1,0,0
Sieve,330,18,9,0,0,0,193,0,109,0.25722100000000003,60,0.250000,3,4,0,0
Sieve,99,28,8,0,0,0,39,0,23,0.19261799999999996,80,0.150000,1,4,0,0
Sieve,96,23,8,0,0,0,12,0,52,0.19075299999999995,60,0.150000,1,1,0,0
Sieve,109,2,8,0,0,98,0,0,0,0.29030100000000003,100,0.150000,4,2,0,0
Sieve,481,128,7,0,0,0,261,4,84,0.202063,50,0.200000,2,2,0,0
Sieve,109,2,9,0,0,97,0,0,0,0.311246,80,0.050000,4,3,0,0
Sieve,300,131,10,0,0,0,133,1,25,0.194241,10,0.100000,1,1,0,0
Sieve,100,53,8,0,0,0,35,0,3,0.192832,40,0.050000,1,3,0,0
Sieve,107,2,8,0,0,96,0,0,0,0.290493,10,0.200000,4,3,0,0
Sieve,115,1,9,0,0,103,0,1,0,0.30668300000000004,50,0.050000,5,1,0,0
Sieve,106,13,8,0,0,0,47,0,37,0.21096499999999996,40,0.200000,2,5,0,0
Sieve,248,10,7,0,0,229,1,0,0,0.289284,90,0.050000,4,2,0,0
Sieve,103,12,9,0,0,0,40,0,41,0.22356900000000002,50,0.200000,2,3,0,0
Sieve,122,1,9,0,0,111,0,0,0,0.306689,80,0.100000,5,3,0,0
Sieve,106,2,7,0,0,0,95,0,1,0.270366,40,0.100000,4,1,0,0
Sieve,109,11,9,0,0,0,82,0,6,0.25813299999999995,40,0.100000,3,2,0,0
Sieve,100,18,8,0,0,0,61,2,11,0.20972199999999996,40,0.050000,2,4,0,0
Sieve,353,118,9,0,0,5,203,1,17,0.22015300000000004,30,0.050000,2,5,0,0
Sieve,118,24,9,0,0,0,76,0,8,0.257016,40,0.050000,3,5,0,0
Sieve,131,19,9,0,0,0,43,1,59,0.258548,80,0.200000,3,5,0,0
Sieve,119,2,8,0,0,108,0,0,0,0.29071100000000005,60,0.050000,4,2,0,0
Sieve,142,14,8,0,0,0,100,0,19,0.25695900000000005,100,0.200000,3,1,0,0
Sieve,107,12,8,0,0,0,51,0,35,0.24703799999999998,30,0.150000,3,1,0,0
Sieve,107,67,9,0,0,0,21,1,9,0.19380600000000003,40,0.050000,1,5,0,0
Sieve,108,2,8,0,0,96,0,1,0,0.290168,20,0.050000,5,4,0,0
Sieve,117,30,9,0,0,0,13,2,64,0.19105399999999995,90,0.150000,1,5,0,0
Sieve,226,80,9,0,0,0,48,1,88,0.19180299999999995,100,0.100000,1,4,0,0
Sieve,99,26,8,0,0,0,11,0,53,0.19191899999999995,10,0.200000,1,5,0,0
Sieve,367,84,8,0,0,0,247,3,27,0.24045099999999997,50,0.050000,3,3,0,0
Sieve,135,2,9,0,0,123,0,0,0,0.31110099999999996,70,0.250000,4,3,0,0
Sieve,113,2,9,0,0,101,0,0,0,0.31138200000000005,90,0.250000,4,4,0,0
Sieve,273,5,8,0,0,257,2,0,0,0.290327,10,0.100000,4,1,0,0
Sieve,391,160,9,0,0,5,198,3,18,0.218406,80,0.050000,2,4,0,0
Sieve,306,44,9,0,0,0,199,0,53,0.231163,50,0.250000,2,4,0,0
Sieve,131,1,9,0,0,119,0,1,0,0.306704,100,0.250000,5,1,0,0
Sieve,107,6,9,0,0,0,76,0,15,0.25779799999999997,30,0.250000,3,3,0,0
Sieve,105,9,8,0,0,0,34,0,53,0.24807500000000005,40,0.250000,3,1,0,0
Sieve,112,2,8,0,0,101,0,0,0,0.29027800000000004,60,0.250000,5,4,0,0
Sieve,114,14,8,0,0,0,67,1,23,0.24104000000000003,40,0.150000,3,2,0,0
Sieve,126,2,8,0,0,115,0,0,0,0.290184,30,0.100000,4,4,0,0
Sieve,115,11,8,0,0,0,45,1,49,0.248888,80,0.200000,3,2,0,0
Sieve,105,2,8,0,0,94,0,0,0,0.29034899999999997,50,0.150000,4,2,0,0
Sieve,117,1,9,0,0,106,0,0,0,0.30687600000000004,10,0.200000,5,1,0,0
Sieve,94,16,9,0,0,0,7,0,61,0.19137800000000005,30,0.250000,1,4,0,0
Sieve,101,16,8,0,0,0,54,0,22,0.24741400000000002,80,0.100000,3,3,0,0
Sieve,119,11,9,0,0,0,88,0,10,0.257575,100,0.150000,3,3,0,0
Sieve,109,2,8,0,0,98,0,0,0,0.29035999999999995,80,0.250000,4,2,0,0
Sieve,97,19,9,0,0,0,32,0,36,0.22405399999999998,90,0.150000,2,3,0,0
Sieve,117,18,10,0,0,0,80,0,8,0.23069300000000004,20,0.050000,2,2,0,0
Sieve,107,7,9,0,0,0,74,0,16,0.257931,80,0.250000,3,5,0,0
Sieve,96,37,9,0,0,0,44,0,5,0.19320199999999998,10,0.050000,1,4,0,0
Sieve,461,164,8,0,0,1,222,4,64,0.193094,50,0.200000,1,4,0,0
Sieve,107,25,9,0,0,0,52,0,20,0.216692,70,0.100000,2,3,0,0
Sieve,105,9,8,0,0,0,40,0,47,0.24814199999999997,90,0.250000,3,2,0,0
Sieve,107,50,9,0,0,0,35,2,11,0.19253299999999995,70,0.150000,1,2,0,0
Sieve,101,18,8,0,0,0,53,0,21,0.20989999999999998,80,0.150000,2,2,0,0
Sieve,102,15,9,0,0,0,49,0,28,0.21692199999999995,80,0.150000,2,1,0,0
Sieve,99,46,7,0,0,0,43,0,2,0.19230199999999997,30,0.050000,1,4,0,0
Sieve,125,2,8,0,0,114,0,0,0,0.290651,40,0.250000,4,2,0,0
Sieve,105,2,8,0,0,94,0,0,0,0.29013199999999995,50,0.150000,5,3,0,0
Sieve,241,51,8,0,0,0,31,1,150,0.19222300000000003,70,0.250000,1,1,0,0
Sieve,110,2,8,0,0,99,0,0,0,0.290679,90,0.250000,4,5,0,0
Sieve,96,45,8,0,0,0,36,0,6,0.19245999999999996,40,0.100000,1,3,0,0
Sieve,100,14,8,0,0,0,57,0,20,0.24539699999999998,30,0.100000,3,2,0,0
Sieve,106,2,7,0,0,0,96,0,0,0.27028399999999997,20,0.200000,4,3,0,0
Sieve,102,14,8,0,0,0,63,0,16,0.24340499999999998,50,0.100000,3,2,0,0
Sieve,107,2,8,0,0,96,0,0,0,0.29025199999999995,80,0.100000,5,2,0,0
Sieve,98,18,8,0,0,0,41,0,30,0.21509,60,0.200000,2,2,0,0
Sieve,143,2,8,0,0,132,0,0,0,0.290177,20,0.100000,5,2,0,0
Sieve,119,1,9,0,0,108,0,0,0,0.306694,40,0.150000,5,1,0,0
Sieve,130,3,9,0,0,117,0,0,0,0.31119399999999997,50,0.250000,4,2,0,0
Sieve,123,1,9,0,0,112,0,0,0,0.306797,80,0.200000,5,4,0,0
Sieve,572,3,8,0,0,551,4,1,5,0.306608,40,0.250000,5,1,0,0
Sieve,104,14,8,0,0,0,44,2,35,0.21157700000000002,30,0.250000,2,5,0,0
Sieve,109,35,9,0,0,0,43,0,21,0.21996700000000002,70,0.050000,2,1,0,0
Sieve,261,23,9,0,0,0,85,1,143,0.258452,10,0.250000,3,3,0,0
Sieve,98,24,9,0,0,0,15,0,49,0.19064499999999995,80,0.250000,1,4,0,0
Sieve,116,9,9,0,0,0,86,0,11,0.25746899999999995,50,0.150000,3,1,0,0
Sieve,108,2,8,0,0,97,0,0,0,0.290334,70,0.050000,4,2,0,0
Sieve,107,2,8,0,0,96,0,0,0,0.290249,70,0.200000,4,1,0,0
Sieve,109,2,8,0,0,98,0,0,0,0.29017400000000004,30,0.100000,5,5,0,0
Sieve,111,15,9,0,0,0,51,0,35,0.21689800000000004,30,0.200000,2,3,0,0
Sieve,99,35,9,0,0,0,48,0,6,0.21670900000000004,10,0.050000,2,2,0,0
Sieve,103,15,8,0,0,0,47,0,32,0.21157199999999998,30,0.200000,2,5,0,0
Sieve,97,24,8,0,0,0,12,0,52,0.19217399999999996,10,0.250000,1,1,0,0
Sieve,116,17,9,0,0,0,77,0,12,0.258567,70,0.050000,3,1,0,0
Sieve,113,2,8,0,0,101,0,1,0,0.29001999999999994,50,0.050000,5,3,0,0
Sieve,323,7,8,0,0,306,1,0,0,0.290257,10,0.050000,4,1,0,0
Sieve,525,4,7,0,0,504,9,0,0,0.28991900000000004,70,0.100000,5,1,0,0
Sieve,108,2,8,0,0,97,0,0,0,0.290115,100,0.200000,4,3,0,0
Sieve,111,15,8,0,0,0,80,0,7,0.24287999999999998,100,0.050000,3,1,0,0
Sieve,103,15,9,0,0,0,39,0,39,0.22371700000000005,80,0.200000,2,1,0,0
Sieve,111,2,8,0,0,100,0,0,0,0.29023699999999997,90,0.100000,5,4,0,0
Sieve,101,10,8,0,0,0,54,0,28,0.240413,10,0.200000,3,1,0,0
Sieve,105,2,8,0,0,94,0,0,0,0.29023200000000005,90,0.200000,5,3,0,0
Sieve,110,1,9,0,0,99,0,0,0,0.30669100000000005,30,0.250000,5,1,0,0
Sieve,105,9,9,0,0,0,72,0,14,0.258128,50,0.150000,3,4,0,0
Sieve,319,23,9,0,0,0,189,0,97,0.25689799999999996,60,0.200000,3,2,0,0
Sieve,245,26,7,0,0,0,122,0,89,0.23236500000000004,90,0.200000,3,2,0,0
Sieve,108,30,9,0,0,0,50,0,18,0.22076300000000004,90,0.050000,2,5,0,0
Sieve,101,15,8,0,0,0,38,0,39,0.21142499999999997,70,0.150000,2,4,0,0
Sieve,129,1,9,0,0,117,0,1,0,0.30675600000000003,100,0.050000,5,4,0,0
Sieve,110,13,8,0,0,0,71,2,15,0.24470599999999998,20,0.100000,3,1,0,0
